id,sample_no,id_sampleno,completion,matched,check_manually,manipulated,matched_new,age,female,edu,emp,hhincome,east,religious,leftright,partyid,partyid_degree,party,inequality,immigration,vote,imputed,prompt,completion_1,matched_1,check_manually_1,manipulated_1,matched_new_1,resampled_1
1371,5,1371_5, meinen Wahlzettel noch nicht ausgefüllt.,nicht,1,0,nicht,56,weiblich,einen Realschulabschluss,nicht berufstätig,niedriges,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Andere Partei,0,"Ich bin 56 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 bei der Bundestagswahl gewählt und meine Zweitstimme an die [PARTY] verlie,NA,0,0,NA,1
1375,1,1375_1, nicht bei der Bundestagswahl 2017 gewählt.,nicht,1,0,nicht,49,männlich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",einschränken,CDU/CSU,1,"Ich bin 49 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der Partei [,NA,0,0,NA,1
1378,1,1378_1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis,61,weiblich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,CDU/CSU,0,"Ich bin 61 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1378,3,1378_3, 2017 gewählt und meine Zweitstimme an die Grünen gegeben.,Grünen,0,0,Grünen,61,weiblich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,CDU/CSU,0,"Ich bin 61 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben der [INSERT],NA,0,0,NA,1
1378,4,1378_4," gewählt.

Ich habe bei der Bundestagswahl 2017 für die CDU meine Erst",CDU,0,0,CDU,61,weiblich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,CDU/CSU,0,"Ich bin 61 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Stimme gegeben.,NA,0,0,NA,1
1379,2,1379_2, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Union (CDU/CSU,Union CDU/CSU,0,0,Union CDU/CSU,76,männlich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Westdeutschland,etwas religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 76 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Es ist schwierig, Ihnen genauere Angaben zu machen",NA,0,0,NA,1
1379,4,1379_4, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU,CDU/CSU,0,0,CDU/CSU,76,männlich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Westdeutschland,etwas religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 76 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Zweitstimme gab ich der,NA,0,0,NA,1
1380,2,1380_2, gewählt und meine Zweitstimme der AfD gegeben.,AfD,0,0,AfD,29,männlich,einen Hauptschulabschluss,berufstätig,mittleres,Westdeutschland,nicht sehr religiös,mittig rechts,mit der Partei AfD,mäßig ,mäßig mit der Partei AfD,Maßnahmen ergreifen,einschränken,Nicht gewählt,1,"Ich bin 29 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mäßig mit der Partei AfD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben an die Partei der,NA,0,0,NA,1
1381,2,1381_2, an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei Bündnis 90/,Bündnis,0,0,Bündnis,67,weiblich,einen Hochschulabschluss,nicht berufstätig,mittleres,Westdeutschland,sehr religiös,stark links,mit der Partei Bündnis 90/Die Grünen,sehr stark ,sehr stark mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,1,"Ich bin 67 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich sehr stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", mit meiner Erststimme und meiner Zweitstimme gewählt.,Erststimme,1,1,NA,1
1381,3,1381_3, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis,67,weiblich,einen Hochschulabschluss,nicht berufstätig,mittleres,Westdeutschland,sehr religiös,stark links,mit der Partei Bündnis 90/Die Grünen,sehr stark ,sehr stark mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,1,"Ich bin 67 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich sehr stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Zweitstimme und [INSERT] mit meiner Erststimme gewählt.

Ich",Erststimme,1,1,NA,1
1382,3,1382_3, bei der Bundestagswahl 2017 meine Zweitstimme an die CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU,73,männlich,einen Realschulabschluss,nicht berufstätig,mittleres,Westdeutschland,sehr religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,1,"Ich bin 73 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und ",NA,0,0,NA,1
1384,3,1384_3, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke,29,weiblich,Abitur,berufstätig,mittleres,Westdeutschland,etwas religiös,mittig links,mit der Partei SPD,mäßig ,mäßig mit der Partei SPD,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 29 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme ging an die SPD und,Erststimme SPD,1,1,NA,1
1388,4,1388_4, tatsächlich gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grü,Bündnis,0,0,Bündnis,57,männlich,einen Hochschulabschluss,berufstätig,mittleres,Westdeutschland,sehr religiös,mittig links,mit der Partei Bündnis 90/Die Grünen,ziemlich stark ,ziemlich stark mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,1,"Ich bin 57 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Erststimme der Partei Bündnis 90/Die Grünen und meine Zweitstimme der Partei,Erststimme Bündnis Grünen,1,1,NA,1
1389,2,1389_2," nicht gewählt, da ich nicht über das Wahlalter von 18 Jahren hinaus bin.",nicht nicht,1,0,nicht nicht,87,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Westdeutschland,sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,Nicht gewählt,1,"Ich bin 87 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der Partei [INS,NA,0,0,NA,1
1397,2,1397_2, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,18,weiblich,einen Hochschulabschluss,in Ausbildung,niedriges,Westdeutschland,nicht sehr religiös,mittig links,mit der Partei SPD,mäßig ,mäßig mit der Partei SPD,Maßnahmen ergreifen,weder erleichtern noch einschränken,SPD,0,"Ich bin 18 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1399,1,1399_1," mit meiner Zweitstimme unterstützt. 

Ich habe die Linke mit meiner Zwe",Linke,0,0,Linke,61,männlich,Abitur,nicht berufstätig,mittleres,Westdeutschland,nicht sehr religiös,stark links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Bündnis 90/Die Grünen,1,"Ich bin 61 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," meine Stimme abgegeben, aber meine Zweitstimme gebe ich nicht preis.",nicht,1,1,NA,1
1402,1,1402_1, meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU,76,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Westdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,erleichtern,CDU/CSU,0,"Ich bin 76 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", mit meiner Zweitstimme gewählt.,NA,0,0,NA,1
1403,2,1403_2, meine Stimme der linke Partei gegeben.,linke,0,0,linke,26,weiblich,Abitur,in Ausbildung,niedriges,Westdeutschland,überhaupt nicht religiös,mittig links,mit einer Kleinpartei,ziemlich schwach ,ziemlich schwach mit einer Kleinpartei,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 26 Jahre alt und weiblich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich schwach mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
1403,4,1403_4, zur Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,26,weiblich,Abitur,in Ausbildung,niedriges,Westdeutschland,überhaupt nicht religiös,mittig links,mit einer Kleinpartei,ziemlich schwach ,ziemlich schwach mit einer Kleinpartei,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 26 Jahre alt und weiblich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich schwach mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der [INSERT] gegeben.,NA,0,0,NA,1
