"","id","completion","matched","check_manually","manipulated","matched_new","id_sampleno","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","imputed","prompt","sample_no","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled"
"686",1031," gewählt.

Ich habe bei der Bundestagswahl 2017 die CDU meine Zweitstim","CDU",0,0,"CDU","1031_3",51,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 51 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," gewählt. 

Ja, ich habe bei der Bundestagswahl 2017 gewählt.",NA,0,0,NA,1
"687",1031," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0,0,"FDP","1031_4",51,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 51 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei [INSERT]",NA,0,0,NA,1
"688",1034," ja gewählt, und meine Zweitstimme ging an die Partei CDU/CSU.","CDU/CSU",0,0,"CDU/CSU","1034_2",21,"weiblich","einen Realschulabschluss","nicht berufstätig","niedriges","Westdeutschland","nicht sehr religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",1,"Ich bin 21 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," im Bundestagswahl 2017 meine Stimme abgegeben. Ich habe meine Erststimme der Partei CDU","Erststimme CDU",1,1,NA,1
"689",1035," 2017 nicht gewählt.","nicht",1,0,"nicht","1035_3",24,"männlich","einen Hochschulabschluss","in Ausbildung","niedriges","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit einer Kleinpartei","ziemlich schwach ","ziemlich schwach mit einer Kleinpartei","Maßnahmen ergreifen","erleichtern","Nicht gewählt",0,"Ich bin 24 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," im Jahr 2017 gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
"690",1035," nicht gewählt.","nicht",1,0,"nicht","1035_4",24,"männlich","einen Hochschulabschluss","in Ausbildung","niedriges","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit einer Kleinpartei","ziemlich schwach ","ziemlich schwach mit einer Kleinpartei","Maßnahmen ergreifen","erleichtern","Nicht gewählt",0,"Ich bin 24 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1
"691",1036," meine Stimme der CDU gegeben.","CDU",0,0,"CDU","1036_1",62,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei AfD","mäßig ","mäßig mit der Partei AfD","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 62 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei AfD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," für meine Zweitstimme gewählt.",NA,0,0,NA,1
"692",1042," nicht gewählt.","nicht",1,0,"nicht","1042_3",29,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 29 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"693",1042," gewählt.

Ich habe 2017 keine Stimme abgegeben.",NA,0,1,"nicht","1042_4",29,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 29 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," als meine Zweitstimme gewählt.",NA,0,0,NA,1
"694",1048," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,"1048_5",29,"männlich","Abitur","berufstätig","hohes","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","einschränken","FDP",0,"Ich bin 29 Jahre alt und männlich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"695",1053," mit meiner Zweitstimme gewählt.",NA,0,0,NA,"1053_1",50,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","mittig links","mit einer Kleinpartei","sehr stark ","sehr stark mit einer Kleinpartei","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",0,"Ich bin 50 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich sehr stark mit einer Kleinpartei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"696",1057," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0,0,"Linke","1057_5",31,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","mittig links","mit der Partei Bündnis 90/Die Grünen","sehr schwach ","sehr schwach mit der Partei Bündnis 90/Die Grünen","Maßnahmen ergreifen","weder erleichtern noch einschränken","Bündnis 90/Die Grünen",0,"Ich bin 31 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich sehr schwach mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"697",1058," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0,0,"CDU","1058_2",47,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","keine Maßnahmen ergreifen","einschränken","AfD",1,"Ich bin 47 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA,1
"698",1059," Abstimmung bei der Bundestagswahl 2017 teilgenommen und meine Zweitstimme an die CDU","CDU",0,0,"CDU","1059_3",49,"weiblich","keinen Schulabschluss","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",1,"Ich bin 49 Jahre alt und weiblich. Ich habe keinen Schulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 meine Erststimme der CDU/CSU gegeben und meine Zweit","Erststimme CDU/CSU",1,1,NA,1
"699",1060," im Jahr 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0,0,"SPD","1060_1",21,"männlich","Abitur","in Ausbildung","hohes","Westdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","erleichtern","SPD",1,"Ich bin 21 Jahre alt und männlich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt.

Ja, ich habe 2017 bei der Bundestagswahl gewählt. Me",NA,0,0,NA,1
"700",1060," meine Zweitstimme der Grünen Partei gegeben.","Grünen",0,0,"Grünen","1060_3",21,"männlich","Abitur","in Ausbildung","hohes","Westdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","erleichtern","SPD",1,"Ich bin 21 Jahre alt und männlich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1
"701",1061," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der CDU/","CDU",0,0,"CDU","1061_2",46,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","überhaupt nicht religiös","mittig rechts","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","keine Maßnahmen ergreifen","einschränken","CDU/CSU",0,"Ich bin 46 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1
"702",1062," gewählt.

Ich habe der CDU meine Zweitstimme gegeben.","CDU",0,0,"CDU","1062_3",50,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","ziemlich schwach ","ziemlich schwach mit der Partei SPD","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," gewählt.

Ich habe 2017 die Union (CDU/CSU) mit meiner Erststimme und","Union CDU/CSU Erststimme",1,1,NA,1
"703",1062," wählen gewählt. Meine Zweitstimme ging an die Partei [INSERT].",NA,0,0,NA,"1062_4",50,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","ziemlich schwach ","ziemlich schwach mit der Partei SPD","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," gewählt.

Ich habe 2017 die CDU mit meiner Erststimme gewählt und die","CDU Erststimme",1,1,NA,1
